id_snisb;nome;municipio;latitude;longitude;chuva_24h_mm;chuva_72h_mm;chuva_prevista_24_72h_mm;percentil_climatologico;dias_consecutivos_chuva_intensa;data_referencia;fonte_precip;fonte_previsao;estacao_inmet;dist_estacao_km;serie_mm;datas_serie
37721;Fazenda São Rafael Barragem V;Nossa Senhora do Livramento;-15.638778;-56.764278;6.3;6.9;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.2|0.4|6.3|0.0|0.0|1.1;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
37396;Solimões Indústria e Comércio de Óleos e Proteínas Ltda ? Barragem I;Nossa Senhora do Livramento;-15.623417;-56.215833;9.1;9.3;0.8;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.1|9.1|0.0|0.0|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
29888;BARRAGEM FAZENDA PANFLORA;Rosário Oeste;-15.084667;-56.559944;8.0;9.1;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|0.1|8.0|0.0|0.1|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
21949;BARRAGEM ÁGUA BRANCA;Rosário Oeste;-14.879139;-56.573028;3.3;6.3;2.3;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;2.5|0.5|3.3|0.0|0.5|1.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35477;Barramento III - Fazenda São José I;Rosário Oeste;-14.642444;-55.805667;3.7;3.8;5.1;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.0|3.7|0.0|4.3|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
27940;Estância 2R - Retiro Vista Alegre;Rosário Oeste;-15.032000;-56.320111;2.7;3.4;1.8;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.5|0.2|2.7|0.0|0.2|1.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
8009;Faz. Dona Leila - Reservatório 12;Rosário Oeste;-15.102200;-56.487000;8.0;9.1;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|0.1|8.0|0.0|0.1|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
8010;Faz. Dona Leila - Reservatório 13;Rosário Oeste;-15.096000;-56.484000;8.0;9.1;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|0.1|8.0|0.0|0.1|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35147;Fazenda Curió - Barramento 3;Rosário Oeste;-15.099972;-56.529028;8.0;9.1;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|0.1|8.0|0.0|0.1|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35150;Fazenda Curió - Barramento I;Rosário Oeste;-15.096417;-56.548472;8.0;9.1;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|0.1|8.0|0.0|0.1|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
5490;Fazenda Dona Leila - RESERVATÓRIO 1;Rosário Oeste;-15.106944;-56.509167;8.0;9.1;1.1;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|0.1|8.0|0.0|0.1|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35396;Fazenda São José;Rosário Oeste;-14.681111;-55.815944;3.7;3.8;5.1;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.0|3.7|0.0|4.3|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
8006;VALE DOURADO;Rosário Oeste;-14.843542;-56.562964;3.3;6.3;2.3;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;2.5|0.5|3.3|0.0|0.5|1.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
20196;Afluente do Pitomba;Várzea Grande;-15.634806;-56.222583;9.1;9.3;0.8;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.1|9.1|0.0|0.0|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35119;BARRAGEM ROSA CRISTINA I;Várzea Grande;-15.488250;-56.292944;8.6;8.7;0.6;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.1|8.6|0.0|0.0|0.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
20141;Chapéu do Sol;Várzea Grande;-15.602667;-56.185417;9.1;9.3;0.8;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.1|9.1|0.0|0.0|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
5339;ESTÂNCIA RANCHO DOURADO;Várzea Grande;-15.490833;-56.291667;8.2;8.3;0.5;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.1|8.2|0.0|0.0|0.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
20138;Fazenda Santa Luzia;Várzea Grande;-15.530222;-56.284722;9.6;9.6;0.3;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.0|9.6|0.0|0.0|0.3;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
20135;Fazenda São Jose;Várzea Grande;-15.652917;-56.216111;9.1;9.3;0.8;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.1|9.1|0.0|0.0|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
21935;córrego Sapateiro;Várzea Grande;-15.623778;-56.215806;9.1;9.3;0.8;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.1|9.1|0.0|0.0|0.8;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
27937;BRAVO 1;Várzea Grande;-15.466514;-56.460896;9.8;9.9;0.5;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.1|9.8|0.0|0.0|0.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
26265;BRAVO II;Várzea Grande;-15.465574;-56.457607;9.8;9.9;0.5;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.1|9.8|0.0|0.0|0.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31525;BRAVO IV;Várzea Grande;-15.456389;-56.455576;9.8;9.9;0.5;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.1|9.8|0.0|0.0|0.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
37736;Solstício Agronegócios S.A;Várzea Grande;-15.501944;-56.400806;6.9;6.9;0.4;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.0|6.9|0.0|0.0|0.4;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31990;1A;Alta Floresta;-9.866611;-56.204500;2.7;30.7;5.8;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;22.5|5.5|2.7|0.8|0.4|4.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31228;Barragem na Fazenda dos Sonhos;Alto Araguaia;-17.212694;-53.309417;2.5;7.4;11.6;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.3|4.6|2.5|1.0|9.7|0.9;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
36649;Barragem I - Fazenda Água Cristalina;Alto Boa Vista;-11.903417;-51.455389;4.1;8.5;6.0;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;4.0|0.4|4.1|0.0|5.9|0.1;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
8122;Barramento Atto Agropecuária LTDA;Alto Garças;-16.785556;-53.791111;0.6;7.2;4.8;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|6.6|0.6|0.3|2.3|2.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
4489;PCH Lajari - Barragem Laje;Alto Taquari;-17.931400;-53.381400;10.2;14.4;17.2;55.0;1;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.3|3.9|10.2|0.1|14.6|2.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
29886;B1;Araguaiana;-15.601889;-51.810972;3.8;3.8;23.0;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.0|3.8|1.3|11.1|10.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
4518;PCH Ombreiras - Ombreiras;Araputanga;-15.130000;-58.729700;6.0;14.0;2.4;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.2|6.8|6.0|0.0|0.9|1.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
26655;Fazenda Bacurí;Arenápolis;-14.414278;-56.919750;4.1;5.0;0.2;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.3|0.6|4.1|0.0|0.0|0.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
21945;ARENAL;Aripuanã;-10.121219;-59.472542;5.4;23.7;2.3;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;18.1|0.2|5.4|0.0|0.6|1.7;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
34567;Barragem 1 Fazenda Santa Maria;Barra do Bugres;-15.106306;-57.010944;11.9;14.3;1.7;55.0;1;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|2.4|11.9|0.0|0.0|1.7;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31563;BARRAGEM URUTAU;Barra do Garças;-14.989417;-52.260167;5.2;5.6;7.2;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.3|5.2|0.3|6.4|0.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
22627;Barragem Aldeia Isibaiadzatsi;Bom Jesus do Araguaia;-11.934694;-51.790750;2.7;17.5;8.3;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;14.8|0.0|2.7|0.1|7.9|0.3;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31635;Barragem I - Fazenda Batista;Brasnorte;-13.111000;-58.052000;4.0;6.8;0.9;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.3|1.5|4.0|0.0|0.3|0.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
24181;CGH Ronuro - 1;Boa Esperança do Norte;-13.634200;-54.677800;12.8;13.3;5.4;55.0;1;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.5|0.0|12.8|4.7|0.0|0.7;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
23987;CGH Desiderio - Barragem 1;Campinápolis;-14.858300;-53.291900;3.2;3.8;10.1;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.5|0.1|3.2|7.7|1.4|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
30591;Barragem na Fazenda Gera;Campo Novo do Parecis;-13.696806;-57.604472;2.0;4.4;1.0;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|2.3|2.0|0.0|0.0|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
26448;Barragem 1 - PREFEITURA MUNICIPAL DE CAMPO VERDE;Campo Verde;-15.562556;-55.164194;0.1;0.8;12.9;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.4|0.3|0.1|0.0|8.4|4.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
23998;CGH Masutti - MASUTTI;Campos de Júlio;-13.617800;-59.050800;6.2;13.2;0.3;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.4|5.6|6.2|0.0|0.0|0.3;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35253;BARRAGEM PRINCIPAL 1A;Canarana;-13.558667;-51.936472;5.7;6.3;21.0;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.6|0.0|5.7|0.4|20.0|0.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31541;Barramento principal (1A);Carlinda;-10.194556;-55.853083;11.5;34.9;3.0;55.0;2;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;8.2|15.2|11.5|0.7|0.3|2.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
34040;CGH Oeiras - principal;Chapada dos Guimarães;-15.102500;-55.286700;0.0;0.1;14.5;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.0|0.0|0.0|13.3|1.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
30462;BARRAGEM 01;Cláudia;-11.657780;-54.898482;0.7;4.4;4.9;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;3.0|0.7|0.7|2.2|0.7|2.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
36475;Agropecuária Madeirinha ? Barramento;Colniza;-9.851111;-61.409444;4.1;13.8;3.3;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;6.8|2.9|4.1|0.6|0.0|2.7;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
23992;CGH Margarida 2 Duplicidade  - MARGARIDA;Comodoro;-13.683900;-59.833600;9.3;24.8;3.7;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.9|14.6|9.3|0.0|2.3|1.4;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
36066;Barragem I;Confresa;-10.621139;-51.585250;5.6;12.3;6.6;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;6.7|0.0|5.6|0.2|6.1|0.3;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
34039;CGH Fazenda Dois Irmãos - Córrego Seixas - Fazenda Dois Irmãos;Conquista D'Oeste;-14.543900;-59.443300;7.0;11.3;0.8;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.5|3.8|7.0|0.0|0.2|0.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
36515;BARRAGEM LAGOA TREVISAN;Cuiabá;-15.697194;-56.059417;7.1;7.5;2.5;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.4|7.1|0.0|0.0|2.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
31618;Barragem Fazenda Morada do Sol;Cáceres;-16.378028;-58.151528;3.1;18.0;0.1;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.2|14.7|3.1|0.0|0.0|0.1;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
36555;Barragem I ? Fazenda Machado I;Denise;-14.689194;-57.010250;7.8;7.9;1.0;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|0.0|7.8|0.0|0.0|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
34184;CGH Agromar - BARRAMENTO 1;Diamantino;-13.964400;-56.493900;1.4;1.4;3.1;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|0.0|1.4|0.0|0.5|2.6;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35212;Fazenda Vitória ? Reservatório Pulmão;Dom Aquino;-15.464139;-54.809778;0.0;1.8;13.7;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.1|0.7|0.0|0.0|12.7|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
34545;Barramento - Fazenda Fiorese I;Feliz Natal;-12.202861;-54.557806;0.2;1.4;2.6;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.8|0.4|0.2|0.1|1.3|1.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35489;Barragem Bom Jesus do Kuluene;Gaúcha do Norte;-13.347528;-53.060944;7.2;8.4;13.2;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.6|0.6|7.2|6.8|6.2|0.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35197;Barramento III - Fazenda Cruzeiro ? Montante II;General Carneiro;-15.586361;-53.733028;0.1;3.1;3.8;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;2.5|0.5|0.1|0.3|1.5|2.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
35155;BARRAMENTO I;Guarantã do Norte;-9.765361;-54.412222;1.2;17.3;5.3;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;16.1|0.0|1.2|3.1|0.0|2.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
30913;Barragem Fazenda Adriana;Guiratinga;-16.785361;-53.791111;0.6;7.2;4.8;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.0|6.6|0.6|0.3|2.3|2.2;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
36574;Barramento Rancho Grande;Indiavaí;-15.211472;-58.615528;7.9;17.8;2.0;55.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;1.0|8.9|7.9|0.0|0.5|1.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
28709;Barragem 1;Ipiranga do Norte;-11.661889;-55.912722;3.5;7.0;2.2;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;2.7|0.8|3.5|0.0|0.2|2.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
34135;CGH ITAUBÁ - USINA;Itaúba;-11.022200;-55.272200;1.8;4.6;8.0;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;2.6|0.2|1.8|5.8|0.7|1.5;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
8106;Assentamento Tio Elias;Itiquira;-17.250580;-54.311530;1.8;17.6;5.5;30.0;0;2026-09-06;openmeteo_ponto;openmeteo_ponto;;;0.1|15.7|1.8|0.0|4.5|1.0;2026-09-04|2026-09-05|2026-09-06|2026-09-07|2026-09-08|2026-09-09
